Node,X,Y
3316,352969,940361
3317,352980,810161
3318,352983,824833
3319,353000,1065505
3320,353052,767888
3321,353061,786091
3322,353066,777883
3323,353083,771544
3324,353088,983416
3325,353097,915677
3326,353105,818588
3327,353111,824441
3328,353127,979441
3329,353163,811763
3330,353186,824611
3331,353194,877622
3332,353227,838075
3333,353233,845250
3334,353236,806561
3335,353236,873036
3336,353255,943013
3337,353258,896161
3338,353263,891494
3339,353266,786763
3340,353272,969250
3341,353288,817588
3342,353288,932527
3343,353338,818652
3344,353355,961361
3345,353361,941730
3346,353375,857041
3347,353394,974863
3348,353413,898972
3349,353425,779088
3350,353458,794172
3351,353463,824722
3352,353488,991700
3353,353500,802002
3354,353511,855677
3355,353544,944338
3356,353561,952652
3357,353575,780061
3358,353583,798947
3359,353588,810972
3360,353597,797800
3361,353600,819294
3362,353613,868397
3363,353619,862094
3364,353627,842941
3365,353652,1034102
3366,353658,1208488
3367,353691,819569
3368,353694,824930
3369,353713,853905
3370,353725,774377
3371,353733,1190177
3372,353736,832261
3373,353780,987816
3374,353786,813791
3375,353797,902577
3376,353819,785488
3377,353833,1191088
3378,353841,922155
3379,353841,977241
3380,353847,779930
3381,353858,943983
3382,353869,879952
3383,353877,805958
3384,353916,979411
3385,353991,788161
3386,354005,1194686
3387,354013,931141
3388,354019,797844
3389,354019,907530
3390,354019,974811
3391,354025,812025
3392,354025,1082227
3393,354058,801169
3394,354061,945986
3395,354077,786722
3396,354105,808430
3397,354116,902783
3398,354119,994038
3399,354130,787358
3400,354133,780711
3401,354175,816430
3402,354197,1190202
3403,354211,945144
3404,354219,992791
3405,354230,914558
3406,354244,844875
3407,354266,918366
3408,354286,794933
3409,354288,815016
3410,354294,857230
3411,354302,942313
3412,354308,834475
3413,354325,936152
3414,354325,963047
3415,354338,795872
3416,354338,1064461
3417,354341,806208
3418,354352,1011725
3419,354358,970911
3420,354363,1008052
3421,354366,943480
3422,354372,936727
3423,354391,886413
3424,354397,959816
3425,354405,933877
3426,354411,897780
3427,354419,974405
3428,354427,845930
3429,354427,1208911
3430,354447,784272
3431,354452,1002705
3432,354469,850844
3433,354491,867888
3434,354491,898150
3435,354494,973963
3436,354580,959411
3437,354602,947872
3438,354622,894019
3439,354638,815219
3440,354658,781608
3441,354666,856541
3442,354675,975161
3443,354686,830041
3444,354700,955227
3445,354713,934663
3446,354713,983552
3447,354725,774158
3448,354736,812547
3449,354777,942216
3450,354797,791805
3451,354816,860886
3452,354833,864602
3453,354866,808602
3454,354866,966847
3455,354869,938275
3456,354872,806219
3457,354886,829888
3458,354894,971633
3459,354894,1206697
3460,354900,903586
3461,354911,973227
3462,354913,920311
3463,354922,941375
3464,354938,850125
3465,354941,953052
3466,354969,779822
3467,354975,972686
3468,354983,949694
3469,354991,808488
3470,355005,940513
3471,355033,969025
3472,355041,974458
3473,355066,977622
3474,355069,787394
3475,355077,901469
3476,355083,783397
3477,355125,771008
3478,355133,845452
3479,355147,847902
3480,355147,1063652
3481,355150,882452
3482,355155,989669
3483,355186,976319
3484,355197,843636
3485,355225,976186
3486,355227,973769
3487,355261,987072
3488,355272,863336
3489,355280,1087419
3490,355288,774013
3491,355297,806683
3492,355322,979547
3493,355325,770327
3494,355327,828375
3495,355327,904205
3496,355333,829108
3497,355336,825286
3498,355361,1009594
3499,355363,782847
3500,355400,766233
3501,355452,779750
3502,355455,806111
3503,355463,770525
3504,355477,875519
3505,355494,985777
3506,355497,826502
3507,355508,975486
3508,355511,804066
3509,355608,975511
3510,355641,896463
3511,355641,907166
3512,355641,1210797
3513,355658,972866
3514,355691,805819
3515,355741,1056744
3516,355752,1011838
3517,355755,812119
3518,355777,989641
3519,355841,788002
3520,355841,881194
3521,355847,808102
3522,355869,804630
3523,355880,1184911
3524,355900,842419
3525,355913,924602
3526,355941,1193400
3527,355961,781244
3528,355977,824000
3529,356008,825541
3530,356013,844611
3531,356027,859197
3532,356055,851888
3533,356066,778236
3534,356075,958600
3535,356080,968208
3536,356091,1184827
3537,356111,773730
3538,356111,903297
3539,356122,804469
3540,356138,996711
3541,356138,1067252
3542,356144,888138
3543,356150,870352
3544,356172,878394
3545,356177,823213
3546,356202,908983
3547,356225,1176700
3548,356233,959602
3549,356288,821808
3550,356311,983169
3551,356327,993813
3552,356333,801161
3553,356333,825822
3554,356350,779333
3555,356355,941672
3556,356361,833777
3557,356383,912650
3558,356397,1016027
3559,356419,977461
3560,356441,823030
3561,356452,780100
3562,356486,956558
3563,356497,881266
3564,356497,910738
3565,356505,784566
3566,356508,883933
3567,356508,1176608
3568,356527,974777
3569,356577,820255
3570,356611,841722
3571,356616,971952
3572,356650,988827
3573,356677,1013969
3574,356697,812216
3575,356708,804744
3576,356727,895733
3577,356736,905072
3578,356744,900997
3579,356780,1081505
3580,356780,1192283
3581,356805,1090519
3582,356816,804325
3583,356838,820094
3584,356841,819919
3585,356869,1059372
3586,356913,1006377
3587,356919,848608
3588,356922,804350
3589,356941,970630
3590,356969,825608
3591,357005,808883
3592,357016,914413
3593,357016,968805
3594,357044,820361
3595,357047,967650
3596,357050,899694
3597,357063,812188
3598,357069,1184552
3599,357072,810758
3600,357077,798138
3601,357111,786144
3602,357111,890875
3603,357138,814222
3604,357141,835102
3605,357144,811463
3606,357200,791775
3607,357233,794625
3608,357258,979761
3609,357272,814708
3610,357288,814000
3611,357288,817794
3612,357291,1185486
3613,357305,911983
3614,357319,1051511
3615,357325,788505
3616,357327,843338
3617,357330,806772
3618,357333,796527
3619,357405,815633
3620,357422,905622
3621,357425,960700
3622,357436,796925
3623,357441,987472
3624,357444,1090758
3625,357452,816850
3626,357452,895297
3627,357472,854666
3628,357477,953694
3629,357486,966577
3630,357519,776702
3631,357547,1184244
3632,357561,899280
3633,357563,839705
3634,357577,816044
3635,357580,903222
3636,357602,841358
3637,357636,1059319
3638,357688,1192461
3639,357697,916408
3640,357719,786388
3641,357719,877838
3642,357738,814313
3643,357758,889900
3644,357808,783700
3645,357825,808875
3646,357847,891172
3647,357875,784808
3648,357883,776380
3649,357883,835544
3650,357894,839738
3651,357900,782041
3652,357913,787813
3653,357950,839319
3654,357963,814308
3655,357966,1191069
3656,357972,826841
3657,357972,842561
3658,357975,952502
3659,357980,976783
3660,358027,887747
3661,358027,965058
3662,358063,778636
3663,358083,970125
3664,358102,805561
3665,358111,768969
3666,358144,946283
3667,358147,892255
3668,358161,904341
3669,358177,798033
3670,358197,889158
3671,358202,956738
3672,358216,911283
3673,358238,772555
3674,358238,802536
3675,358241,783150
3676,358263,825494
3677,358269,1014425
3678,358275,839408
3679,358275,860716
3680,358302,925577
3681,358305,963908
3682,358383,894061
3683,358422,907041
3684,358425,756388
3685,358447,984127
3686,358455,863902
3687,358483,814961
3688,358505,953180
3689,358544,770558
3690,358588,1087608
3691,358613,979313
3692,358655,846850
3693,358655,1019727
3694,358666,767488
3695,358669,778294
3696,358680,835619
3697,358683,921175
3698,358708,955222
3699,358727,917538
3700,358755,893961
3701,358763,960608
3702,358777,766155
3703,358788,974250
3704,358800,901669
3705,358808,845086
3706,358825,800822
3707,358841,1192713
3708,358894,775325
3709,358905,903441
3710,358922,828291
3711,358922,904525
3712,358938,805616
3713,358966,775361
3714,359000,905819
3715,359027,802572
3716,359080,756761
3717,359088,926311
3718,359091,848780
3719,359100,790755
3720,359127,1003816
3721,359138,815391
3722,359152,820647
3723,359152,949697
3724,359175,762525
3725,359197,887588
3726,359216,811766
3727,359241,941883
3728,359250,868688
3729,359258,854641
3730,359272,899188
3731,359325,951411
3732,359338,845525
3733,359358,902577
3734,359380,777908
3735,359416,915483
3736,359419,958830
3737,359444,772100
3738,359447,960650
3739,359488,850269
3740,359494,944233
3741,359516,956505
3742,359525,975944
3743,359552,960086
3744,359555,800055
3745,359572,756244
3746,359594,953691
3747,359597,899719
3748,359605,839208
3749,359605,858141
3750,359608,782538
3751,359619,797625
3752,359625,1190433
3753,359669,831877
3754,359686,1192908
3755,359730,886780
3756,359738,970333
3757,359744,779658
3758,359758,943175
3759,359786,1148316
3760,359797,785100
3761,359805,889413
3762,359813,979108
3763,359819,841138
3764,359850,967666
3765,359883,966008
3766,359911,1060800
3767,359925,945677
3768,359938,788988
3769,359941,799355
3770,359941,941750
3771,359983,769463
3772,359986,961138
3773,360005,884280
3774,360013,940080
3775,360025,1059297
3776,360041,1201280
3777,360080,931863
3778,360083,1199608
3779,360102,842697
3780,360111,778577
3781,360113,886227
3782,360152,834150
3783,360155,865819
3784,360166,1018241
3785,360211,879669
3786,360213,803822
3787,360222,1069577
3788,360227,959680
3789,360316,840280
3790,360344,893855
3791,360358,894797
3792,360363,788236
3793,360380,882444
3794,360380,882736
3795,360397,1149811
3796,360416,901138
3797,360419,942469
3798,360444,843444
3799,360469,902927
3800,360488,777494
3801,360502,909750
3802,360508,902386
3803,360525,957905
3804,360533,873125
3805,360536,985880
3806,360583,905000
3807,360588,880977
3808,360594,919083
3809,360594,1025127
3810,360594,1193111
3811,360605,766094
3812,360625,941572
3813,360652,1190158
3814,360666,889938
3815,360688,794008
3816,360719,841333
3817,360725,797922
3818,360752,791000
3819,360763,888100
3820,360769,873877
3821,360775,860333
3822,360838,877947
3823,360838,898291
3824,360844,965833
3825,360861,937411
3826,360872,819275
3827,360913,793644
3828,360944,1150411
3829,360955,794380
3830,360958,792672
3831,360958,844425
3832,360966,811825
3833,360969,804194
3834,360980,1195594
3835,360988,783013
3836,360997,802444
3837,361005,870511
3838,361016,784583
3839,361019,871150
3840,361027,795069
3841,361033,841319
3842,361038,835527
3843,361047,845972
3844,361052,777130
3845,361055,795425
3846,361072,796588
3847,361075,832869
3848,361075,872208
3849,361077,876330
3850,361083,910972
3851,361091,978983
3852,361127,892616
3853,361130,794766
3854,361141,966988
3855,361155,970580
3856,361161,983166
3857,361169,867663
3858,361194,921358
3859,361197,800738
3860,361219,794291
3861,361222,786863
3862,361222,834925
3863,361275,889858
3864,361294,774205
3865,361305,824247
3866,361319,787569
3867,361325,885186
3868,361341,901597
3869,361344,806597
3870,361350,816777
3871,361350,1112391
3872,361397,961086
3873,361397,1203591
3874,361450,824169
3875,361455,1190597
3876,361458,811608
3877,361475,852683
3878,361480,989238
3879,361497,992977
3880,361511,955091
3881,361533,888005
3882,361536,856436
3883,361538,959925
3884,361541,837041
3885,361544,1095519
3886,361572,819783
3887,361583,811477
3888,361627,855016
3889,361630,818716
3890,361630,828311
3891,361661,948544
3892,361713,811941
3893,361725,859297
3894,361750,1151363
3895,361772,873397
3896,361777,942333
3897,361808,776669
3898,361858,953427
3899,361866,941286
3900,361869,903830
3901,361880,945402
3902,361888,957455
3903,361894,829586
3904,361900,764663
3905,361930,896555
3906,361955,840680
3907,361958,854486
3908,361961,820705
3909,361983,811530
3910,361983,1011919
3911,361988,1151166
3912,362000,865186
3913,362000,951675
3914,362022,802811
3915,362022,890122
3916,362025,911744
3917,362027,1201019
3918,362030,891908
3919,362030,1190872
3920,362061,942341
3921,362077,1193463
3922,362086,799050
3923,362127,1211250
3924,362136,886125
3925,362138,832950
3926,362163,805127
3927,362166,816747
3928,362177,841547
3929,362188,764641
3930,362211,919291
3931,362238,916083
3932,362261,926847
3933,362272,808336
3934,362294,771144
3935,362297,931075
3936,362325,807083
3937,362333,888244
3938,362336,897494
3939,362338,897694
3940,362361,900555
3941,362369,799797
3942,362380,963163
3943,362391,808447
3944,362402,802936
3945,362419,859519
3946,362419,959755
3947,362441,808486
3948,362505,837975
3949,362522,859516
3950,362552,941305
3951,362569,830861
3952,362586,831952
3953,362588,891916
3954,362613,909711
3955,362630,902925
3956,362633,894877
3957,362641,946927
3958,362650,1014058
3959,362675,944844
3960,362688,984794
3961,362694,958544
3962,362711,925352
3963,362738,772847
3964,362741,870641
3965,362758,998808
3966,362788,925969
3967,362802,978977
3968,362805,803594
3969,362808,835150
3970,362830,924938
3971,362841,821727
3972,362866,769850
3973,362894,972877
3974,362913,887080
3975,362927,951530
3976,362941,824736
3977,362952,801419
3978,362961,1191411
3979,362972,959911
3980,362972,970077
3981,362977,1192058
3982,362988,842233
3983,363008,1197819
3984,363019,762236
3985,363019,883266
3986,363047,866200
3987,363063,821933
3988,363075,975861
3989,363080,784069
3990,363100,964638
3991,363105,785911
3992,363119,877733
3993,363125,956158
3994,363133,823536
3995,363155,997572
3996,363158,914825
3997,363158,1197075
3998,363183,876947
3999,363200,906019
4000,363208,1212427
4001,363230,867133
4002,363275,1196447
4003,363294,783994
4004,363300,841838
4005,363302,1192911
4006,363313,772130
4007,363319,941183
4008,363352,934358
4009,363358,944605
4010,363361,1020716
4011,363377,968036
4012,363386,891638
4013,363416,783902
4014,363433,888502
4015,363486,822108
4016,363511,1194191
4017,363527,1096172
4018,363547,796647
4019,363555,856588
4020,363586,1056088
4021,363611,1045947
4022,363627,907536
4023,363644,958386
4024,363647,935677
4025,363683,960011
4026,363722,822258
4027,363727,942086
4028,363783,894719
4029,363808,848844
4030,363827,841200
4031,363827,901905
4032,363833,853230
4033,363838,925813
4034,363852,799597
4035,363863,804697
4036,363872,1192169
4037,363875,980894
4038,363883,864466
4039,363908,861672
4040,363911,950463
4041,363922,824116
4042,363936,789830
4043,363950,867794
4044,363955,769322
4045,363955,807227
4046,363955,978780
4047,363983,781555
4048,363991,900236
4049,364000,1008022
4050,364011,937377
4051,364036,814930
4052,364038,793363
4053,364052,984402
4054,364072,830055
4055,364072,1055725
4056,364077,905797
4057,364122,799672
4058,364141,963950
4059,364158,776033
4060,364169,1092280
4061,364180,826238
4062,364197,824766
4063,364202,814736
4064,364211,947966
4065,364219,944533
4066,364241,890569
4067,364247,1213252
4068,364252,896994
4069,364269,775958
4070,364333,1196858
4071,364336,993900
4072,364338,1001411
4073,364344,779122
4074,364355,978686
4075,364366,952711
4076,364369,772291
4077,364369,975852
4078,364391,992044
4079,364394,824558
4080,364422,770988
4081,364425,835997
4082,364441,883344
4083,364455,781986
4084,364508,775591
4085,364511,776797
4086,364516,899669
4087,364516,1031836
4088,364519,899191
4089,364533,1005369
4090,364541,835694
4091,364613,776544
4092,364638,950475
4093,364644,929200
4094,364663,799072
4095,364702,866513
4096,364708,828519
4097,364741,822611
4098,364744,818050
4099,364761,1194422
4100,364777,825933
4101,364797,1217313
4102,364850,825033
4103,364877,878383
4104,364883,797669
4105,364900,774416
4106,364933,900750
4107,364955,915405
4108,364980,845127
4109,364991,806075
4110,365002,776452
4111,365002,806266
4112,365008,888752
4113,365041,888741
4114,365050,1017825
4115,365052,811211
4116,365066,1214433
4117,365091,868850
4118,365108,1049152
4119,365138,1195530
4120,365147,946111
4121,365188,896125
4122,365211,860263
4123,365222,827136
4124,365225,939394
4125,365233,1192858
4126,365244,915380
4127,365288,974436
4128,365297,832175
4129,365297,873594
4130,365302,959233
4131,365330,823269
4132,365333,858500
4133,365355,954322
4134,365427,1198322
4135,365433,1144461
4136,365433,1193861
4137,365450,1192863
4138,365455,944850
4139,365461,963269
4140,365461,982697
4141,365483,824558
4142,365483,825619
4143,365486,866961
4144,365500,855052
4145,365555,824680
4146,365569,899663
4147,365619,862480
4148,365619,961613
4149,365680,896005
4150,365708,1196111
4151,365711,891861
4152,365736,967038
4153,365736,995719
4154,365744,851288
4155,365752,906038
4156,365769,825677
4157,365788,984619
4158,365816,865163
4159,365822,870655
4160,365822,988794
4161,365830,772002
4162,365844,824894
4163,365858,793952
4164,365863,895277
4165,365877,841269
4166,365886,793663
4167,365913,825736
4168,365922,896152
4169,365933,1218338
4170,365936,947688
4171,365944,943838
4172,365950,821888
4173,365952,1016361
4174,365958,902472
4175,365963,821886
4176,365963,1194494
4177,366002,1218936
4178,366030,924280
4179,366061,1180619
4180,366066,1201880
4181,366102,883147
4182,366111,1218505
4183,366116,1195261
4184,366136,898163
4185,366208,908233
4186,366211,932152
4187,366222,811511
4188,366244,1193127
4189,366283,799511
4190,366305,1196775
4191,366336,817838
4192,366377,825811
4193,366386,951538
4194,366408,802658
4195,366422,887388
4196,366436,932183
4197,366483,871663
4198,366502,1197897
4199,366505,944433
4200,366508,844386
4201,366591,1195927
4202,366611,809241
4203,366672,889933
4204,366675,868519
4205,366677,963369
4206,366688,899686
4207,366691,978008
4208,366722,939408
4209,366769,938686
4210,366775,769227
4211,366777,1216544
4212,366783,973097
4213,366827,1014811
4214,366844,1218011
4215,366850,931197
4216,366858,775427
4217,366888,831111
4218,366905,975561
4219,366908,851347
4220,366913,798727
4221,366936,949627
4222,366941,913991
4223,366986,789016
4224,366988,844775
4225,367000,781000
4226,367000,799388
4227,367005,956377
4228,367022,856916
4229,367038,1055944
4230,367069,970852
4231,367080,1195550
4232,367097,819775
4233,367097,998930
4234,367105,1197575
4235,367111,1079838
4236,367133,788288
4237,367150,799155
4238,367161,770683
4239,367161,809788
4240,367222,865772
4241,367233,844705
4242,367236,1200588
4243,367263,781291
4244,367277,1102538
4245,367280,765838
4246,367280,918522
4247,367280,1082180
4248,367286,809991
4249,367294,1025127
4250,367341,1083591
4251,367416,886366
4252,367416,943988
4253,367433,841597
4254,367472,959805
4255,367477,1197713
4256,367511,948472
4257,367533,861905
4258,367536,1203805
4259,367544,983563
4260,367569,903927
4261,367575,778472
4262,367583,830272
4263,367591,799905
4264,367591,895866
4265,367619,836950
4266,367625,807350
4267,367627,940558
4268,367647,882952
4269,367658,789286
4270,367658,1217569
4271,367758,873555
4272,367786,956391
4273,367797,893855
4274,367819,966608
4275,367855,1086863
4276,367891,815822
4277,367902,853705
4278,367911,817713
4279,367958,899577
4280,367958,959352
4281,367983,816825
4282,367991,784586
4283,368044,972825
4284,368050,986661
4285,368069,977333
4286,368083,767444
4287,368097,1022550
4288,368100,871541
4289,368125,898613
4290,368141,774686
4291,368161,1005194
4292,368172,939205
4293,368222,1079922
4294,368252,1197019
4295,368255,793983
4296,368347,815150
4297,368352,762986
4298,368355,996300
4299,368405,763105
4300,368413,946108
4301,368430,833219
4302,368452,868872
4303,368455,1215369
4304,368466,762855
4305,368472,896852
4306,368486,832191
4307,368519,833541
4308,368525,1214005
4309,368527,759783
4310,368572,883502
4311,368588,1204550
4312,368600,1012130
4313,368641,867102
4314,368650,878352
4315,368655,874886
4316,368658,831905
4317,368663,838888
4318,368672,814236
4319,368688,943677
4320,368705,890097
4321,368736,950955
4322,368744,948772
4323,368766,895877
4324,368816,827472
4325,368822,970530
4326,368833,979216
4327,368858,899291
4328,368900,822797
4329,368913,895383
4330,368936,812761
4331,368941,817769
4332,368975,959258
4333,369008,820802
4334,369030,1065788
4335,369033,1044386
4336,369041,1217475
4337,369052,935713
4338,369066,827819
4339,369069,1005388
4340,369086,1114727
4341,369094,894525
4342,369102,1217558
4343,369172,948794
4344,369191,942550
4345,369208,893505
4346,369288,939275
4347,369333,826291
4348,369333,948727
4349,369336,1069983
4350,369352,1217719
4351,369366,1218636
4352,369438,824641
4353,369444,940041
4354,369455,1125258
4355,369483,810850
4356,369486,840969
4357,369497,901583
4358,369519,926602
4359,369536,793591
4360,369541,1010650
4361,369544,947877
4362,369605,840933
4363,369608,1219630
4364,369613,1200597
4365,369619,781252
4366,369638,937955
4367,369647,829486
4368,369647,890891
4369,369661,829225
4370,369683,1218991
4371,369708,937177
4372,369741,1220297
4373,369752,1219522
4374,369758,825758
4375,369772,1218983
4376,369780,829886
4377,369783,822977
4378,369786,764283
4379,369800,856122
4380,369847,850630
4381,369861,1206255
4382,369869,948305
4383,369880,1219555
4384,369888,846000
4385,369902,864436
4386,369911,914925
4387,369922,919697
4388,369927,786013
4389,369944,956200
4390,369947,782275
4391,369952,917036
4392,369952,943158
4393,369955,910144
4394,369958,859119
4395,369975,798922
4396,370011,930813
4397,370030,936372
4398,370052,891763
4399,370058,1215672
4400,370080,1018897
4401,370097,913233
4402,370113,959350
4403,370161,819744
4404,370172,984850
4405,370175,885313
4406,370208,932058
4407,370236,898197
4408,370297,763455
4409,370302,934727
4410,370322,976066
4411,370333,883500
4412,370358,770955
4413,370369,944966
4414,370372,950897
4415,370372,956161
4416,370402,784836
4417,370405,944725
4418,370430,1009205
4419,370433,932941
4420,370436,896102
4421,370475,1125255
4422,370477,807800
4423,370477,874850
4424,370500,789444
4425,370511,1220136
4426,370513,1220722
4427,370516,890466
4428,370525,862077
4429,370561,850886
4430,370563,786386
4431,370583,1208488
4432,370588,881325
4433,370597,953591
4434,370619,970380
4435,370625,817519
4436,370666,766766
4437,370675,935519
4438,370691,941163
4439,370758,946394
4440,370766,889736
4441,370766,944591
4442,370802,779975
4443,370833,886000
4444,370836,944133
4445,370841,945130
4446,370850,896552
4447,370850,1216091
4448,370852,891625
4449,370869,818552
4450,370891,1220852
4451,370919,846041
4452,370925,792966
4453,370930,817938
4454,370938,860463
4455,370944,880802
4456,371027,853063
4457,371036,938183
4458,371041,965000
4459,371041,1135833
4460,371044,899105
4461,371055,806855
4462,371066,925805
4463,371091,878819
4464,371116,792858
4465,371141,891977
4466,371147,815197
4467,371150,1076325
4468,371155,933700
4469,371169,930555
4470,371183,828269
4471,371200,934800
4472,371222,763461
4473,371230,1202591
4474,371236,826013
4475,371236,886302
4476,371238,921011
4477,371261,1221211
4478,371266,961866
4479,371288,840833
4480,371297,804091
4481,371305,922633
4482,371305,1135075
4483,371305,1216533
4484,371330,1136533
4485,371366,859569
4486,371388,884033
4487,371425,945105
4488,371463,927686
4489,371463,944627
4490,371491,944427
4491,371500,824561
4492,371505,913575
4493,371511,887319
4494,371533,980308
4495,371536,837619
4496,371544,906955
4497,371575,929405
4498,371658,872475
4499,371672,876925
4500,371675,951097
4501,371686,1136786
4502,371691,948438
4503,371694,1045000
4504,371730,781236
4505,371733,826311
4506,371741,1059369
4507,371752,1013491
4508,371752,1132891
4509,371763,943100
4510,371766,945652
4511,371769,846358
4512,371791,916566
4513,371794,859069
4514,371800,896550
4515,371836,873836
4516,371875,782016
4517,371883,944700
4518,371886,997652
4519,371902,952969
4520,371908,874527
4521,371966,897361
4522,372008,1054233
4523,372011,871788
4524,372011,1132688
4525,372013,994836
4526,372063,888447
4527,372075,826719
4528,372080,880566
4529,372147,938397
4530,372152,932980
4531,372166,895244
4532,372175,870488
4533,372197,895088
4534,372241,957080
4535,372255,866836
4536,372255,1075975
4537,372266,1219736
4538,372275,800130
4539,372277,774022
4540,372302,774777
4541,372322,820991
4542,372350,892700
4543,372363,1219913
4544,372366,874752
4545,372369,871591
4546,372397,969952
4547,372400,774302
4548,372413,982263
4549,372416,909686
4550,372422,784600
4551,372494,831933
4552,372508,925102
4553,372525,812713
4554,372538,764972
4555,372577,1209977
4556,372583,1059041
4557,372608,854988
4558,372638,1220219
4559,372652,973713
4560,372658,977652
4561,372677,760177
4562,372683,931169
4563,372688,993263
4564,372694,1070091
4565,372697,812225
4566,372702,955522
4567,372705,767077
4568,372708,799416
4569,372722,858911
4570,372741,875119
4571,372741,971686
4572,372750,1059597
4573,372752,1078794
4574,372769,891833
4575,372775,948247
4576,372777,820991
4577,372808,798972
4578,372811,985800
4579,372855,1003397
4580,372866,980255
4581,372872,1219488
4582,372894,759716
4583,372908,1203175
4584,372936,889752
4585,372938,871233
4586,372991,862286
4587,373002,899811
4588,373011,816911
4589,373019,783922
4590,373022,1204819
4591,373038,823511
4592,373050,934283
4593,373058,895180
4594,373058,899702
4595,373100,947716
4596,373125,812600
4597,373127,967538
4598,373138,1210197
4599,373152,935850
4600,373194,806391
4601,373205,792577
4602,373230,1220311
4603,373250,813119
4604,373261,919558
4605,373263,807352
4606,373280,874988
4607,373280,1196483
4608,373313,808113
4609,373325,827211
4610,373327,880811
4611,373338,869961
4612,373341,795233
4613,373352,1218938
4614,373358,814366
4615,373358,829805
4616,373361,943011
4617,373386,929069
4618,373402,952608
4619,373411,799433
4620,373433,853419
4621,373441,867547
4622,373450,1082886
4623,373458,948086
4624,373475,1212675
4625,373488,1085852
4626,373538,812527
4627,373566,774419
4628,373569,788255
4629,373602,963036
4630,373611,891658
4631,373636,815502
4632,373636,1183941
4633,373661,811027
4634,373661,1218261
4635,373672,884863
4636,373688,1220352
4637,373783,798072
4638,373797,1221363
4639,373819,869225
4640,373822,808227
4641,373822,896661
4642,373838,931511
4643,373841,1222341
4644,373855,939530
4645,373855,1001952
4646,373861,1022777
4647,373869,1207225
4648,373875,971138
4649,373894,1206122
4650,373902,976419
4651,373930,940936
4652,373938,972808
4653,373972,807994
4654,374019,868758
4655,374027,1046527
4656,374041,844138
4657,374083,1026138
4658,374108,947047
4659,374111,935494
4660,374136,791425
4661,374152,888977
4662,374152,938408
4663,374158,872655
4664,374183,956800
4665,374200,812433
4666,374208,814402
4667,374216,774377
4668,374222,810163
4669,374236,883461
4670,374241,864883
4671,374255,815069
4672,374283,1219055
4673,374300,1222527
4674,374302,839980
4675,374308,791233
4676,374322,1207775
4677,374327,815847
4678,374372,1019716
4679,374419,1221419
4680,374433,1000147
4681,374450,828052
4682,374450,871438
4683,374511,869091
4684,374516,892680
4685,374538,1221811
4686,374555,912094
4687,374555,946888
4688,374602,892469
4689,374613,1221966
4690,374636,1224275
4691,374644,818138
4692,374644,845066
4693,374650,858933
4694,374688,1221400
4695,374694,1058694
4696,374702,962633
4697,374716,1211286
4698,374738,1085038
4699,374744,972436
4700,374747,758586
4701,374766,878200
4702,374783,816536
4703,374791,825188
4704,374800,862938
4705,374816,1008433
4706,374850,1199652
4707,374861,1222333
4708,374930,871319
4709,374930,954700
4710,374947,1208455
4711,374950,942763
4712,374952,862213
4713,374994,918569
4714,375019,928208
4715,375027,975041
4716,375027,1224683
4717,375050,1050072
4718,375111,948377
4719,375177,876902
4720,375202,1222747
4721,375238,956611
4722,375263,1207958
4723,375272,796800
4724,375275,1225122
4725,375297,1220391
4726,375311,846619
4727,375313,767966
4728,375313,892533
4729,375316,758233
4730,375338,958263
4731,375388,872583
4732,375422,1225150
4733,375427,784575
4734,375438,947000
4735,375455,972686
4736,375458,773280
4737,375466,879838
4738,375472,996338
4739,375536,774605
4740,375544,889722
4741,375547,763372
4742,375569,946216
4743,375580,945197
4744,375583,971347
4745,375586,1222700
4746,375597,902938
4747,375630,1223244
4748,375658,973538
4749,375686,842963
4750,375697,852527
4751,375716,837069
4752,375727,827527
4753,375738,857400
4754,375741,1223783
4755,375791,1061475
4756,375808,774072
4757,375813,1013547
4758,375830,813805
4759,375830,815372
4760,375841,1223650
4761,375850,790516
4762,375866,847938
4763,375880,906288
4764,375900,775566
4765,375913,805438
4766,375950,1209566
4767,375958,816361
4768,375958,1004427
4769,375969,1208650
4770,375972,906272
4771,375986,1223861
4772,376027,992922
4773,376036,774916
4774,376069,875286
4775,376075,774772
4776,376133,779050
4777,376141,818666
4778,376144,934102
4779,376150,1145111
4780,376194,845780
4781,376194,888366
4782,376194,991061
4783,376211,906402
4784,376219,821633
4785,376241,1047797
4786,376241,1094775
4787,376263,894977
4788,376300,977822
4789,376305,1224100
4790,376338,794505
4791,376352,854008
4792,376361,867175
4793,376375,765747
4794,376413,1207594
4795,376438,930922
4796,376438,984308
4797,376438,987372
4798,376452,836488
4799,376455,847722
4800,376455,915358
4801,376458,981133
4802,376486,1189711
4803,376547,1224066
4804,376577,855911
4805,376583,976833
4806,376597,975750
4807,376613,764194
4808,376625,1218736
4809,376655,827716
4810,376658,775066
4811,376719,822841
4812,376738,808894
4813,376741,822775
4814,376775,1130611
4815,376788,812105
4816,376788,1063527
4817,376791,954569
4818,376805,926636
4819,376808,1223988
4820,376811,1221233
4821,376819,1217669
4822,376830,868713
4823,376833,879166
4824,376844,839530
4825,376852,852222
4826,376866,979763
4827,376880,972633
4828,376902,967819
4829,376908,757163
4830,376919,816241
4831,376922,973372
4832,376938,858591
4833,376941,1220852
4834,376947,1221127
4835,376988,937958
4836,377005,839738
4837,377022,1219347
4838,377033,822811
4839,377075,812508
4840,377102,763800
